"","Default","duration","amount","installment","age","history","purpose","foreign","rent"
"424",0,21,1591,4,34,"poor","goods/repair","foreign","FALSE"
"425",1,12,2762,1,25,"poor","goods/repair","foreign","FALSE"
"426",0,18,2779,1,21,"poor","usedcar","foreign","TRUE"
"427",0,28,2743,4,29,"terrible","goods/repair","foreign","FALSE"
"428",0,18,1149,4,46,"terrible","goods/repair","foreign","FALSE"
"429",0,9,1313,1,20,"poor","goods/repair","foreign","FALSE"
"430",1,18,1190,2,55,"terrible","goods/repair","foreign","FALSE"
"431",0,5,3448,1,74,"poor","biz","foreign","FALSE"
"432",1,24,11328,2,29,"poor","biz","foreign","FALSE"
"433",0,6,1872,4,36,"terrible","goods/repair","foreign","FALSE"
"434",0,24,2058,4,33,"terrible","goods/repair","foreign","FALSE"
"435",0,9,2136,3,25,"poor","goods/repair","foreign","FALSE"
"436",1,12,1484,2,25,"poor","goods/repair","foreign","FALSE"
"437",0,6,660,2,23,"poor","goods/repair","foreign","TRUE"
"438",0,24,1287,4,37,"terrible","newcar","foreign","FALSE"
"439",0,42,3394,4,65,"terrible","goods/repair","foreign","FALSE"
"440",1,12,609,4,26,"good","biz","foreign","FALSE"
"441",0,12,1884,4,39,"poor","newcar","foreign","FALSE"
"442",0,12,1620,2,30,"poor","goods/repair","foreign","FALSE"
"443",0,20,2629,2,29,"poor","biz","foreign","FALSE"
"444",1,12,719,4,41,"poor","edu","foreign","FALSE"
"445",1,48,5096,2,30,"terrible","goods/repair","foreign","FALSE"
"446",0,9,1244,4,41,"terrible","edu","foreign","TRUE"
"447",1,36,1842,4,34,"poor","newcar","foreign","FALSE"
"448",0,7,2576,2,35,"poor","goods/repair","foreign","FALSE"
"449",0,12,1424,3,55,"poor","goods/repair","foreign","FALSE"
"450",1,15,1512,3,61,"poor","goods/repair","foreign","FALSE"
"451",0,36,11054,4,30,"terrible","usedcar","foreign","FALSE"
"452",0,6,518,3,29,"poor","goods/repair","foreign","FALSE"
"453",0,12,2759,2,34,"good","goods/repair","foreign","FALSE"
"454",0,24,2670,4,35,"poor","usedcar","foreign","FALSE"
"455",1,24,4817,2,31,"poor","newcar","foreign","FALSE"
"456",0,24,2679,4,29,"poor","usedcar","foreign","FALSE"
"457",0,11,3905,2,36,"terrible","newcar","foreign","TRUE"
"458",1,12,3386,3,35,"poor","usedcar","foreign","FALSE"
"459",0,6,343,4,27,"poor","goods/repair","foreign","FALSE"
"460",0,18,4594,3,32,"poor","goods/repair","foreign","FALSE"
"461",0,36,3620,1,37,"poor","goods/repair","foreign","FALSE"
"462",0,15,1721,2,36,"poor","newcar","foreign","FALSE"
"463",0,12,3017,3,34,"poor","goods/repair","foreign","TRUE"
"464",0,12,754,4,38,"poor","edu","foreign","FALSE"
"465",0,18,1950,4,34,"poor","biz","foreign","FALSE"
"466",0,24,2924,3,63,"poor","usedcar","foreign","FALSE"
"467",1,24,1659,4,29,"poor","goods/repair","foreign","TRUE"
"468",0,48,7238,3,32,"poor","goods/repair","foreign","FALSE"
"469",0,33,2764,2,26,"poor","biz","foreign","FALSE"
"470",0,24,4679,3,35,"poor","usedcar","foreign","FALSE"
"471",1,24,3092,3,22,"poor","goods/repair","foreign","TRUE"
"472",1,6,448,4,23,"poor","edu","foreign","FALSE"
"473",1,9,654,4,28,"poor","newcar","foreign","FALSE"
"474",0,6,1238,4,36,"poor","edu","foreign","FALSE"
"475",1,18,1245,4,33,"terrible","goods/repair","foreign","FALSE"
"476",1,18,3114,1,26,"good","goods/repair","foreign","TRUE"
"477",0,39,2569,4,24,"poor","usedcar","foreign","FALSE"
"478",0,24,5152,4,25,"poor","goods/repair","foreign","FALSE"
"479",0,12,1037,3,39,"poor","biz","foreign","FALSE"
"480",0,15,1478,4,44,"terrible","goods/repair","foreign","FALSE"
"481",0,12,3573,1,23,"terrible","goods/repair","foreign","FALSE"
"482",0,24,1201,4,26,"poor","newcar","foreign","FALSE"
"483",0,30,3622,4,57,"poor","goods/repair","foreign","TRUE"
"484",0,15,960,3,30,"poor","goods/repair","foreign","FALSE"
"485",0,12,1163,4,44,"terrible","newcar","foreign","FALSE"
"486",1,6,1209,4,47,"poor","newcar","foreign","FALSE"
"487",0,12,3077,2,52,"poor","goods/repair","foreign","FALSE"
"488",0,24,3757,4,62,"poor","newcar","foreign","FALSE"
"489",0,10,1418,3,35,"poor","newcar","german","TRUE"
"490",0,6,3518,2,26,"poor","newcar","foreign","TRUE"
"491",0,12,1934,2,26,"terrible","goods/repair","foreign","FALSE"
"492",1,27,8318,2,42,"good","biz","foreign","FALSE"
"493",0,6,1237,1,27,"terrible","goods/repair","foreign","FALSE"
"494",0,6,368,4,38,"poor","goods/repair","foreign","FALSE"
"495",0,12,2122,3,39,"terrible","newcar","german","TRUE"
"496",1,24,2996,2,20,"poor","goods/repair","foreign","FALSE"
"497",1,36,9034,4,29,"poor","goods/repair","foreign","TRUE"
"498",0,24,1585,4,40,"terrible","goods/repair","foreign","FALSE"
"499",0,18,1301,4,32,"poor","goods/repair","foreign","FALSE"
"500",0,6,1323,2,28,"terrible","newcar","foreign","FALSE"
"501",1,24,3123,4,27,"poor","newcar","foreign","FALSE"
"502",0,36,5493,2,42,"poor","usedcar","foreign","FALSE"
"503",0,9,1126,2,49,"poor","goods/repair","foreign","FALSE"
"504",1,24,1216,4,38,"terrible","goods/repair","foreign","FALSE"
"505",1,24,1207,4,24,"poor","newcar","foreign","TRUE"
"506",1,10,1309,4,27,"poor","newcar","foreign","FALSE"
"507",0,15,2360,2,36,"terrible","usedcar","foreign","FALSE"
"508",1,15,6850,1,34,"good","newcar","foreign","FALSE"
"509",0,24,1413,4,28,"poor","goods/repair","foreign","FALSE"
"510",0,39,8588,4,45,"poor","usedcar","foreign","FALSE"
"511",1,12,759,4,26,"poor","newcar","foreign","FALSE"
"512",0,36,4686,2,32,"poor","usedcar","foreign","FALSE"
"513",0,15,2687,2,26,"poor","biz","foreign","TRUE"
"514",0,12,585,4,20,"poor","goods/repair","foreign","TRUE"
"515",0,24,2255,4,54,"poor","newcar","foreign","FALSE"
"516",0,6,609,4,37,"terrible","newcar","german","FALSE"
"517",0,6,1361,2,40,"terrible","newcar","german","FALSE"
"518",1,36,7127,2,23,"terrible","goods/repair","foreign","TRUE"
"519",0,6,1203,3,43,"poor","newcar","foreign","FALSE"
"520",0,6,700,4,36,"terrible","goods/repair","foreign","FALSE"
"521",0,24,5507,3,44,"terrible","goods/repair","foreign","FALSE"
"522",1,18,3190,2,24,"poor","goods/repair","foreign","FALSE"
"523",1,48,7119,3,53,"good","goods/repair","foreign","FALSE"
"524",0,24,3488,3,23,"poor","usedcar","foreign","FALSE"
"525",0,18,1113,4,26,"poor","goods/repair","foreign","FALSE"
"526",0,26,7966,2,30,"poor","usedcar","foreign","FALSE"
"527",0,15,1532,4,31,"terrible","edu","foreign","FALSE"
"528",0,4,1503,2,42,"terrible","goods/repair","foreign","FALSE"
"529",1,36,2302,4,31,"poor","goods/repair","foreign","TRUE"
"530",0,6,662,3,41,"poor","newcar","foreign","FALSE"
"531",0,36,2273,3,32,"poor","edu","foreign","FALSE"
"532",1,15,2631,2,28,"poor","newcar","foreign","TRUE"
"533",0,12,1503,4,41,"poor","usedcar","foreign","TRUE"
"534",0,24,1311,4,26,"poor","goods/repair","foreign","FALSE"
"535",0,24,3105,4,25,"poor","goods/repair","foreign","FALSE"
"536",1,21,2319,2,33,"terrible","edu","foreign","TRUE"
"537",0,6,1374,4,75,"poor","newcar","foreign","FALSE"
"538",0,18,3612,3,37,"terrible","goods/repair","foreign","FALSE"
"539",1,48,7763,4,42,"poor","newcar","foreign","FALSE"
"540",0,18,3049,1,45,"poor","goods/repair","foreign","FALSE"
"541",1,12,1534,1,23,"poor","goods/repair","foreign","TRUE"
"542",0,24,2032,4,60,"poor","newcar","foreign","FALSE"
"543",1,30,6350,4,31,"poor","goods/repair","foreign","FALSE"
"544",1,18,2864,2,34,"poor","goods/repair","foreign","FALSE"
"545",0,12,1255,4,61,"terrible","newcar","foreign","FALSE"
"546",1,24,1333,4,43,"poor","newcar","foreign","FALSE"
"547",0,24,2022,4,37,"terrible","newcar","foreign","FALSE"
"548",0,24,1552,3,32,"poor","goods/repair","foreign","FALSE"
"549",1,12,626,4,24,"good","goods/repair","foreign","FALSE"
"550",0,48,8858,2,35,"terrible","usedcar","foreign","FALSE"
"551",0,12,996,4,23,"terrible","goods/repair","foreign","FALSE"
"552",0,6,1750,2,45,"good","goods/repair","foreign","FALSE"
"553",1,48,6999,1,34,"poor","goods/repair","foreign","FALSE"
"554",0,12,1995,4,27,"terrible","newcar","foreign","FALSE"
"555",0,9,1199,4,67,"poor","edu","foreign","FALSE"
"556",1,12,1331,2,22,"poor","goods/repair","foreign","FALSE"
"557",1,18,2278,3,28,"good","newcar","foreign","FALSE"
"558",1,21,5003,1,29,"good","newcar","foreign","FALSE"
"559",1,24,3552,3,27,"good","goods/repair","foreign","FALSE"
"560",1,18,1928,2,31,"terrible","goods/repair","foreign","FALSE"
"561",0,24,2964,4,49,"poor","usedcar","foreign","FALSE"
"562",1,24,1546,4,24,"good","goods/repair","foreign","TRUE"
"563",0,6,683,2,29,"poor","goods/repair","foreign","FALSE"
"564",1,36,12389,1,37,"poor","newcar","foreign","FALSE"
"565",0,24,4712,4,37,"poor","biz","foreign","FALSE"
"566",0,24,1553,3,23,"poor","goods/repair","foreign","TRUE"
"567",1,12,1372,2,36,"poor","newcar","foreign","FALSE"
"568",0,24,2578,2,34,"terrible","goods/repair","foreign","FALSE"
"569",0,48,3979,4,41,"poor","goods/repair","foreign","FALSE"
"570",1,48,6758,3,31,"poor","goods/repair","foreign","FALSE"
"571",1,24,3234,4,23,"poor","goods/repair","foreign","TRUE"
"572",0,30,5954,3,38,"terrible","goods/repair","foreign","FALSE"
"573",0,24,5433,2,26,"poor","usedcar","foreign","TRUE"
"574",0,15,806,4,22,"poor","biz","foreign","FALSE"
"575",0,9,1082,4,27,"poor","goods/repair","foreign","FALSE"
"576",0,15,2788,2,24,"terrible","goods/repair","foreign","FALSE"
"577",0,12,2930,2,27,"poor","goods/repair","foreign","FALSE"
"578",0,24,1927,3,33,"terrible","edu","foreign","FALSE"
"579",1,36,2820,4,27,"terrible","newcar","foreign","FALSE"
"580",0,24,937,4,27,"poor","edu","foreign","FALSE"
"581",1,18,1056,3,30,"terrible","newcar","foreign","FALSE"
"582",0,12,3124,1,49,"terrible","newcar","foreign","FALSE"
"583",0,9,1388,4,26,"poor","goods/repair","foreign","TRUE"
"584",1,36,2384,4,33,"poor","goods/repair","foreign","TRUE"
"585",0,12,2133,4,52,"poor","newcar","foreign","FALSE"
"586",1,18,2039,1,20,"poor","goods/repair","foreign","TRUE"
"587",0,9,2799,2,36,"terrible","newcar","foreign","TRUE"
"588",0,12,1289,4,21,"poor","goods/repair","foreign","FALSE"
"589",1,18,1217,4,47,"poor","goods/repair","foreign","FALSE"
"590",1,12,2246,3,60,"terrible","goods/repair","foreign","FALSE"
"591",0,12,385,4,58,"terrible","goods/repair","foreign","FALSE"
"592",0,24,1965,4,42,"poor","newcar","foreign","TRUE"
"593",0,21,1572,4,36,"poor","biz","foreign","FALSE"
"594",1,24,2718,3,20,"poor","newcar","foreign","TRUE"
"595",1,24,1358,4,40,"good","biz","foreign","FALSE"
"596",1,6,931,1,32,"good","newcar","foreign","FALSE"
"597",1,24,1442,4,23,"poor","newcar","foreign","TRUE"
"598",1,24,4241,1,36,"good","biz","foreign","FALSE"
"599",1,18,2775,2,31,"terrible","newcar","foreign","FALSE"
"600",0,24,3863,1,32,"poor","biz","foreign","FALSE"
"601",0,7,2329,1,45,"poor","goods/repair","foreign","FALSE"
"602",1,9,918,4,30,"poor","goods/repair","foreign","FALSE"
"603",1,24,1837,4,34,"good","edu","foreign","FALSE"
"604",1,36,3349,4,28,"poor","goods/repair","foreign","FALSE"
"605",0,10,1275,4,23,"poor","goods/repair","foreign","FALSE"
"606",0,24,2828,4,22,"good","goods/repair","foreign","FALSE"
"607",0,24,4526,3,74,"terrible","biz","foreign","FALSE"
"608",1,36,2671,4,50,"poor","goods/repair","foreign","FALSE"
"609",0,18,2051,4,33,"poor","goods/repair","foreign","FALSE"
"610",0,15,1300,4,45,"poor","usedcar","foreign","FALSE"
"611",1,12,741,4,22,"poor","goods/repair","foreign","FALSE"
"612",1,10,1240,1,48,"poor","newcar","foreign","FALSE"
"613",0,21,3357,4,29,"poor","goods/repair","foreign","FALSE"
"614",0,24,3632,1,22,"good","usedcar","german","TRUE"
"615",1,18,1808,4,22,"poor","goods/repair","foreign","FALSE"
"616",0,48,12204,2,48,"good","biz","foreign","FALSE"
"617",0,60,9157,2,27,"poor","goods/repair","foreign","FALSE"
"618",0,6,3676,1,37,"terrible","newcar","foreign","TRUE"
"619",1,30,3441,2,21,"poor","goods/repair","foreign","TRUE"
"620",0,12,640,4,49,"poor","newcar","foreign","FALSE"
"621",0,21,3652,2,27,"terrible","biz","foreign","FALSE"
"622",1,18,1530,3,32,"terrible","newcar","foreign","FALSE"
"623",1,48,3914,4,38,"poor","biz","foreign","FALSE"
"624",0,12,1858,4,22,"poor","goods/repair","foreign","TRUE"
"625",1,18,2600,4,65,"poor","goods/repair","foreign","FALSE"
"626",0,15,1979,4,35,"poor","goods/repair","foreign","FALSE"
"627",0,6,2116,2,41,"poor","goods/repair","foreign","FALSE"
"628",1,9,1437,2,29,"good","newcar","foreign","FALSE"
"629",0,42,4042,4,36,"terrible","goods/repair","foreign","FALSE"
"630",0,9,3832,1,64,"poor","edu","foreign","FALSE"
"631",0,24,3660,2,28,"poor","goods/repair","foreign","FALSE"
"632",1,18,1553,4,44,"good","goods/repair","foreign","FALSE"
"633",0,15,1444,4,23,"poor","goods/repair","foreign","FALSE"
"634",1,9,1980,2,19,"poor","goods/repair","foreign","TRUE"
"635",1,24,1355,3,25,"poor","newcar","foreign","FALSE"
"636",0,12,1393,4,47,"poor","edu","foreign","FALSE"
"637",0,24,1376,4,28,"poor","goods/repair","foreign","FALSE"
"638",0,60,15653,2,21,"poor","goods/repair","foreign","FALSE"
"639",0,12,1493,4,34,"poor","goods/repair","foreign","FALSE"
"640",1,42,4370,3,26,"poor","goods/repair","foreign","FALSE"
"641",1,18,750,4,27,"poor","edu","foreign","FALSE"
"642",0,15,1308,4,38,"poor","goods/repair","foreign","FALSE"
"643",1,15,4623,3,40,"poor","edu","foreign","FALSE"
"644",0,24,1851,4,33,"terrible","goods/repair","foreign","FALSE"
"645",0,18,1880,4,32,"terrible","goods/repair","foreign","FALSE"
"646",1,36,7980,4,27,"poor","biz","foreign","TRUE"
"647",0,30,4583,2,32,"good","goods/repair","foreign","FALSE"
"648",1,12,1386,2,26,"poor","newcar","foreign","FALSE"
"649",1,24,947,4,38,"poor","newcar","foreign","FALSE"
"650",1,12,684,4,40,"poor","edu","foreign","TRUE"
"651",0,48,7476,4,50,"poor","edu","foreign","FALSE"
"652",1,12,1922,4,37,"poor","goods/repair","foreign","FALSE"
"653",1,24,2303,4,45,"poor","newcar","foreign","FALSE"
"654",1,36,8086,2,42,"poor","newcar","foreign","FALSE"
"655",0,24,2346,4,35,"terrible","usedcar","foreign","FALSE"
"656",0,14,3973,1,22,"poor","newcar","foreign","FALSE"
"657",1,12,888,4,41,"poor","newcar","foreign","FALSE"
"658",0,48,10222,4,37,"poor","goods/repair","foreign","FALSE"
"659",0,30,4221,2,28,"good","biz","foreign","FALSE"
"660",0,18,6361,2,41,"terrible","goods/repair","foreign","FALSE"
"661",0,12,1297,3,23,"poor","goods/repair","foreign","TRUE"
"662",1,12,900,4,23,"poor","newcar","foreign","FALSE"
"663",0,21,2241,4,50,"poor","goods/repair","foreign","FALSE"
"664",0,6,1050,4,35,"poor","goods/repair","foreign","FALSE"
"665",0,6,1047,2,50,"terrible","edu","foreign","FALSE"
"666",0,24,6314,4,27,"terrible","biz","foreign","FALSE"
"667",0,30,3496,4,34,"good","goods/repair","foreign","FALSE"
"668",0,48,3609,1,27,"good","biz","foreign","FALSE"
"669",1,12,4843,3,43,"terrible","newcar","foreign","TRUE"
"670",0,30,3017,4,47,"terrible","goods/repair","foreign","FALSE"
"671",0,24,4139,3,27,"terrible","biz","foreign","FALSE"
"672",0,36,5742,2,31,"poor","biz","foreign","FALSE"
"673",0,60,10366,2,42,"poor","newcar","foreign","FALSE"
"674",0,6,2080,1,24,"terrible","newcar","foreign","FALSE"
"675",1,21,2580,4,41,"poor","biz","foreign","FALSE"
"676",0,30,4530,4,26,"terrible","goods/repair","foreign","TRUE"
"677",0,24,5150,4,33,"terrible","goods/repair","foreign","FALSE"
"678",1,72,5595,2,24,"poor","goods/repair","foreign","FALSE"
"679",0,24,2384,4,64,"poor","goods/repair","foreign","TRUE"
"680",0,18,1453,3,26,"poor","goods/repair","foreign","FALSE"
"681",0,6,1538,1,56,"poor","edu","foreign","FALSE"
"682",0,12,2279,4,37,"poor","goods/repair","foreign","FALSE"
"683",0,15,1478,4,33,"poor","goods/repair","foreign","FALSE"
"684",0,24,5103,3,47,"terrible","goods/repair","foreign","FALSE"
"685",0,36,9857,1,31,"poor","biz","foreign","FALSE"
"686",0,60,6527,4,34,"poor","newcar","foreign","FALSE"
"687",0,10,1347,4,27,"terrible","goods/repair","foreign","FALSE"
"688",0,36,2862,4,30,"poor","newcar","foreign","FALSE"
"689",0,9,2753,3,35,"poor","goods/repair","foreign","FALSE"
"690",0,12,3651,1,31,"poor","newcar","foreign","FALSE"
"691",0,15,975,2,25,"terrible","goods/repair","foreign","FALSE"
"692",0,15,2631,3,25,"poor","goods/repair","foreign","FALSE"
"693",0,24,2896,2,29,"poor","goods/repair","foreign","FALSE"
"694",0,6,4716,1,44,"terrible","newcar","foreign","FALSE"
"695",0,24,2284,4,28,"poor","goods/repair","foreign","FALSE"
"696",0,6,1236,2,50,"poor","usedcar","foreign","TRUE"
"697",0,12,1103,4,29,"poor","goods/repair","german","FALSE"
"698",0,12,926,1,38,"terrible","newcar","foreign","FALSE"
"699",0,18,1800,4,24,"terrible","goods/repair","foreign","FALSE"
"700",0,15,1905,4,40,"poor","edu","foreign","TRUE"
"701",1,12,1123,4,29,"poor","goods/repair","foreign","TRUE"
"702",1,48,6331,4,46,"terrible","usedcar","foreign","FALSE"
"703",0,24,1377,4,47,"poor","goods/repair","foreign","FALSE"
"704",0,30,2503,4,41,"poor","biz","foreign","FALSE"
"705",0,27,2528,4,32,"poor","biz","foreign","FALSE"
"706",0,15,5324,1,35,"poor","newcar","foreign","FALSE"
"707",1,48,6560,3,24,"poor","newcar","foreign","FALSE"
"708",1,12,2969,4,25,"good","goods/repair","foreign","TRUE"
"709",0,9,1206,4,25,"poor","goods/repair","foreign","FALSE"
"710",0,9,2118,2,37,"poor","goods/repair","foreign","FALSE"
"711",0,18,629,4,32,"terrible","goods/repair","foreign","FALSE"
"712",1,6,1198,4,35,"good","edu","foreign","FALSE"
"713",0,21,2476,4,46,"poor","usedcar","foreign","FALSE"
"714",0,9,1138,4,25,"terrible","goods/repair","foreign","FALSE"
"715",1,60,14027,4,27,"poor","newcar","foreign","FALSE"
"716",0,30,7596,1,63,"terrible","usedcar","foreign","FALSE"
"717",0,30,3077,3,40,"terrible","goods/repair","foreign","FALSE"
"718",0,18,1505,4,32,"poor","goods/repair","foreign","FALSE"
"719",0,24,3148,3,31,"terrible","goods/repair","foreign","FALSE"
"720",0,20,6148,3,31,"good","usedcar","foreign","FALSE"
"721",1,9,1337,4,34,"good","goods/repair","foreign","FALSE"
"722",1,6,433,4,24,"good","edu","foreign","TRUE"
"723",1,12,1228,4,24,"poor","newcar","foreign","FALSE"
"724",0,9,790,4,66,"poor","goods/repair","foreign","FALSE"
"725",1,27,2570,3,21,"poor","newcar","foreign","TRUE"
"726",0,6,250,2,41,"terrible","newcar","foreign","FALSE"
"727",0,15,1316,2,47,"terrible","goods/repair","foreign","FALSE"
"728",1,18,1882,4,25,"poor","goods/repair","foreign","TRUE"
"729",1,48,6416,4,59,"good","biz","foreign","TRUE"
"730",0,24,1275,2,36,"terrible","biz","foreign","FALSE"
"731",0,24,6403,1,33,"poor","goods/repair","foreign","FALSE"
"732",1,24,1987,2,21,"poor","goods/repair","foreign","TRUE"
"733",0,8,760,4,44,"poor","goods/repair","foreign","FALSE"
"734",0,24,2603,2,28,"poor","usedcar","foreign","TRUE"
"735",0,4,3380,1,37,"terrible","newcar","foreign","FALSE"
"736",0,36,3990,3,29,"good","goods/repair","foreign","FALSE"
"737",1,24,11560,1,23,"poor","usedcar","foreign","TRUE"
"738",0,18,4380,3,35,"poor","newcar","foreign","FALSE"
"739",0,6,6761,1,45,"terrible","newcar","foreign","FALSE"
"740",1,30,4280,4,26,"good","biz","foreign","TRUE"
"741",0,24,2325,2,32,"good","newcar","foreign","FALSE"
"742",0,10,1048,4,23,"good","goods/repair","foreign","FALSE"
"743",0,21,3160,4,41,"poor","goods/repair","foreign","FALSE"
"744",0,24,2483,4,22,"good","goods/repair","foreign","FALSE"
"745",0,39,14179,4,30,"terrible","goods/repair","foreign","FALSE"
"746",0,13,1797,3,28,"terrible","biz","foreign","FALSE"
"747",0,15,2511,1,23,"poor","newcar","foreign","TRUE"
"748",1,12,1274,3,37,"poor","newcar","foreign","FALSE"
"749",0,21,5248,1,26,"poor","usedcar","foreign","FALSE"
"750",0,15,3029,2,33,"poor","usedcar","foreign","FALSE"
"751",0,6,428,2,49,"poor","goods/repair","foreign","FALSE"
"752",1,18,976,1,23,"poor","newcar","foreign","FALSE"
"753",0,12,841,2,23,"poor","biz","foreign","TRUE"
"754",0,30,5771,4,25,"terrible","goods/repair","foreign","FALSE"
"755",1,12,1555,4,55,"poor","goods/repair","foreign","FALSE"
"756",1,24,1285,4,32,"poor","newcar","foreign","TRUE"
"757",0,6,1299,1,74,"terrible","newcar","german","FALSE"
"758",1,15,1271,3,39,"terrible","goods/repair","foreign","FALSE"
"759",0,24,1393,2,31,"poor","newcar","foreign","FALSE"
"760",1,12,691,4,35,"terrible","newcar","foreign","FALSE"
"761",0,15,5045,1,59,"terrible","newcar","foreign","FALSE"
"762",1,18,2124,4,24,"terrible","goods/repair","foreign","TRUE"
"763",0,12,2214,4,24,"poor","goods/repair","foreign","FALSE"
"764",1,21,12680,4,30,"terrible","newcar","foreign","FALSE"
"765",0,24,2463,4,27,"terrible","newcar","foreign","FALSE"
"766",0,12,1155,3,40,"poor","goods/repair","foreign","FALSE"
"767",1,30,3108,2,31,"poor","goods/repair","foreign","FALSE"
"768",0,10,2901,1,31,"poor","usedcar","foreign","TRUE"
"769",0,12,3617,1,28,"terrible","goods/repair","foreign","TRUE"
"770",0,12,1655,2,63,"terrible","goods/repair","foreign","FALSE"
"771",0,24,2812,2,26,"poor","usedcar","foreign","TRUE"
"772",1,36,8065,3,25,"terrible","edu","foreign","FALSE"
"773",0,21,3275,1,36,"terrible","usedcar","foreign","FALSE"
"774",0,24,2223,4,52,"terrible","goods/repair","foreign","FALSE"
"775",0,12,1480,2,66,"terrible","newcar","foreign","FALSE"
"776",1,24,1371,4,25,"poor","newcar","foreign","TRUE"
"777",0,36,3535,4,37,"terrible","newcar","foreign","FALSE"
"778",0,18,3509,4,25,"poor","goods/repair","foreign","FALSE"
"779",0,36,5711,4,38,"terrible","usedcar","foreign","FALSE"
"780",0,18,3872,2,67,"poor","goods/repair","foreign","FALSE"
"781",1,39,4933,2,25,"terrible","goods/repair","foreign","FALSE"
"782",0,24,1940,4,60,"terrible","newcar","foreign","FALSE"
"783",0,12,1410,2,31,"good","edu","foreign","FALSE"
"784",1,12,836,4,23,"poor","newcar","foreign","FALSE"
"785",0,20,6468,1,60,"poor","usedcar","foreign","FALSE"
"786",0,18,1941,4,35,"poor","biz","foreign","FALSE"
"787",0,22,2675,3,40,"poor","goods/repair","foreign","FALSE"
"788",0,48,2751,4,38,"terrible","usedcar","foreign","FALSE"
"789",1,48,6224,4,50,"poor","edu","foreign","FALSE"
"790",1,40,5998,4,27,"terrible","edu","foreign","FALSE"
"791",1,21,1188,2,39,"poor","biz","foreign","FALSE"
"792",0,24,6313,3,41,"poor","usedcar","foreign","FALSE"
"793",0,6,1221,1,27,"terrible","goods/repair","foreign","FALSE"
"794",0,24,2892,3,51,"poor","goods/repair","foreign","FALSE"
"795",0,24,3062,4,32,"poor","goods/repair","foreign","TRUE"
"796",0,9,2301,2,22,"poor","goods/repair","foreign","TRUE"
"797",1,18,7511,1,51,"poor","usedcar","foreign","FALSE"
"798",0,12,1258,2,22,"terrible","goods/repair","foreign","TRUE"
"799",0,24,717,4,54,"poor","newcar","foreign","FALSE"
"800",0,9,1549,4,35,"poor","newcar","foreign","FALSE"
"801",0,24,1597,4,54,"terrible","edu","foreign","FALSE"
"802",0,18,1795,3,48,"terrible","goods/repair","foreign","TRUE"
"803",0,20,4272,1,24,"terrible","goods/repair","foreign","FALSE"
"804",0,12,976,4,35,"terrible","goods/repair","foreign","FALSE"
"805",0,12,7472,1,24,"poor","newcar","foreign","TRUE"
"806",1,36,9271,2,24,"poor","newcar","foreign","FALSE"
"807",0,6,590,3,26,"poor","goods/repair","german","FALSE"
"808",0,12,930,4,65,"terrible","goods/repair","foreign","FALSE"
"809",0,42,9283,1,55,"good","usedcar","foreign","FALSE"
"810",1,15,1778,2,26,"good","newcar","foreign","TRUE"
"811",0,8,907,3,26,"poor","biz","foreign","FALSE"
"812",0,6,484,3,28,"poor","goods/repair","foreign","FALSE"
"813",1,36,9629,4,24,"terrible","usedcar","foreign","FALSE"
"814",1,48,3051,3,54,"poor","goods/repair","foreign","FALSE"
"815",1,48,3931,4,46,"poor","newcar","foreign","FALSE"
"816",0,36,7432,2,54,"poor","newcar","foreign","TRUE"
"817",0,6,1338,1,62,"poor","goods/repair","foreign","FALSE"
"818",0,6,1554,1,24,"terrible","goods/repair","foreign","TRUE"
"819",0,36,15857,2,43,"poor","biz","foreign","FALSE"
"820",1,18,1345,4,26,"poor","goods/repair","foreign","FALSE"
"821",0,12,1101,3,27,"poor","newcar","foreign","FALSE"
"822",0,12,3016,3,24,"poor","goods/repair","foreign","FALSE"
"823",1,36,2712,2,41,"poor","goods/repair","foreign","FALSE"
"824",0,8,731,4,47,"terrible","newcar","foreign","FALSE"
"825",0,18,3780,3,35,"terrible","goods/repair","foreign","FALSE"
"826",0,21,1602,4,30,"terrible","newcar","foreign","FALSE"
"827",1,18,3966,1,33,"terrible","newcar","foreign","TRUE"
"828",1,18,4165,2,36,"good","biz","foreign","FALSE"
"829",1,36,8335,3,47,"poor","usedcar","foreign","FALSE"
"830",0,48,6681,4,38,"poor","biz","foreign","FALSE"
"831",0,24,2375,4,44,"poor","biz","foreign","FALSE"
"832",1,18,1216,4,23,"poor","newcar","foreign","TRUE"
"833",1,45,11816,2,29,"good","biz","foreign","TRUE"
"834",0,24,5084,2,42,"poor","goods/repair","foreign","FALSE"
"835",1,15,2327,2,25,"poor","goods/repair","foreign","FALSE"
"836",1,12,1082,4,48,"good","newcar","foreign","FALSE"
"837",0,12,886,4,21,"poor","goods/repair","foreign","FALSE"
"838",0,4,601,1,23,"poor","goods/repair","foreign","TRUE"
"839",0,24,2957,4,63,"terrible","usedcar","foreign","FALSE"
"840",0,24,2611,4,46,"terrible","goods/repair","foreign","FALSE"
"841",1,36,5179,4,29,"poor","goods/repair","foreign","FALSE"
"842",0,21,2993,3,28,"poor","usedcar","foreign","FALSE"
"843",1,18,1943,4,23,"poor","goods/repair","foreign","FALSE"
"844",0,24,1559,4,50,"good","biz","foreign","FALSE"
"845",0,18,3422,4,47,"poor","goods/repair","foreign","FALSE"
"846",0,21,3976,2,35,"poor","goods/repair","foreign","FALSE"
"847",1,18,6761,2,68,"poor","newcar","foreign","TRUE"
