"","booking.status","number.of.adults","number.of.children","number.of.weekend.nights","number.of.week.nights","car.parking.space","lead.time","repeated","P.C","P.not.C","average.price","special.requests","day","month","year","type.of.meal_Meal Plan 2","type.of.meal_Meal Plan 3","type.of.meal_Not Selected","room.type_Room_Type 2","room.type_Room_Type 3","room.type_Room_Type 4","room.type_Room_Type 5","room.type_Room_Type 6","room.type_Room_Type 7","market.segment.type_Complementary","market.segment.type_Corporate","market.segment.type_Offline","market.segment.type_Online"
"6240",0,1,0,0,1,0,5,0,0,0,111,0,29,12,2017,0,0,0,0,0,0,0,0,0,0,0,0,1
"6241",0,2,0,0,3,0,95,0,0,0,38.67,1,22,3,2018,0,0,0,0,0,0,0,0,0,0,0,1,0
"6242",0,2,0,1,5,0,44,0,0,0,54.71,1,15,11,2018,0,0,1,0,0,0,0,0,0,0,0,0,1
"6243",0,2,0,1,3,0,4,0,0,0,179,1,12,9,2018,0,0,0,0,0,1,0,0,0,0,0,0,1
"6244",0,2,0,0,1,0,12,0,0,0,129,2,8,9,2018,0,0,1,0,0,0,0,0,0,0,0,0,1
"6245",0,2,0,0,2,0,18,0,0,0,120,1,1,11,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"6246",0,2,0,0,1,0,55,0,0,0,104,0,6,4,2018,1,0,0,0,0,0,0,0,0,0,0,1,0
"6247",1,2,0,3,6,0,314,0,0,0,68.66,0,26,12,2018,0,0,1,0,0,0,0,0,0,0,0,0,1
"6248",1,2,2,1,5,0,219,0,0,0,158.95,0,8,8,2018,0,0,0,0,0,0,0,1,0,0,0,0,1
"6249",0,3,0,2,0,0,40,0,0,0,177.3,3,14,8,2018,0,0,0,0,0,1,0,0,0,0,0,0,1
"6250",0,2,0,1,1,0,85,0,0,0,131.4,1,4,6,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"6251",1,2,0,2,4,0,160,0,0,0,90,0,27,4,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"6252",0,2,0,1,3,0,46,0,0,0,134.78,1,17,10,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"6253",0,2,0,1,2,0,19,0,0,0,130,0,2,5,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"6254",0,1,0,0,1,1,18,1,0,10,65,1,18,10,2018,0,0,0,0,0,0,0,0,0,0,1,0,0
"6255",1,1,0,2,4,0,69,0,0,0,120,0,12,6,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"6256",0,2,0,0,1,0,56,0,0,0,120,0,8,6,2018,0,0,0,0,0,0,0,0,0,0,0,1,0
"6257",0,2,0,1,2,0,9,0,0,0,154.33,0,12,8,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"6258",0,2,0,1,1,0,32,0,0,0,105,1,18,7,2018,0,0,0,0,0,0,0,0,0,0,0,1,0
"6259",0,2,0,2,6,0,119,0,0,0,82.87,1,27,8,2017,0,0,0,0,0,0,0,0,0,0,0,0,1
"6260",0,2,0,0,2,0,37,0,0,0,134.1,1,17,6,2018,1,0,0,0,0,0,1,0,0,0,0,1,0
"6261",0,1,0,0,3,0,15,0,0,0,86,0,18,2,2018,0,0,0,0,0,0,0,0,0,0,0,1,0
"6262",0,2,0,0,2,0,2,0,0,0,95,0,25,11,2018,0,0,1,0,0,0,0,0,0,0,0,0,1
"6263",0,2,0,2,4,0,109,0,0,0,97.75,0,13,7,2018,1,0,0,0,0,0,0,0,0,0,0,1,0
"6264",0,2,0,0,2,1,5,0,0,0,72.75,1,24,12,2017,0,0,1,0,0,0,0,0,0,0,0,0,1
"6265",0,2,0,1,3,0,6,0,0,0,88.4,1,5,12,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"6266",1,1,0,0,2,0,102,0,0,0,80,0,16,10,2017,1,0,0,0,0,0,0,0,0,0,0,0,1
"6267",0,2,0,1,3,0,21,0,0,0,126,1,9,5,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"6268",0,2,0,1,2,0,124,0,0,0,117.1,1,13,5,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"6269",0,1,0,0,2,0,4,0,0,0,121,0,31,5,2018,0,0,0,0,0,0,0,0,0,0,1,0,0
"6270",1,2,0,0,1,0,15,0,0,0,89,1,23,6,2018,0,0,1,0,0,0,0,0,0,0,0,0,1
"6271",0,2,0,0,2,0,25,0,0,0,148,1,2,6,2018,0,0,0,0,0,1,0,0,0,0,0,0,1
"6272",0,2,0,1,1,0,31,0,0,0,63,0,19,3,2018,0,0,0,0,0,0,0,0,0,0,0,1,0
"6273",1,2,0,1,1,0,91,0,0,0,116.1,0,18,6,2018,0,0,1,0,0,0,0,0,0,0,0,0,1
"6274",1,2,0,2,2,0,242,0,0,0,108.8,0,10,9,2018,0,0,0,0,0,1,0,0,0,0,0,0,1
"6275",1,2,0,0,1,0,105,0,0,0,75,0,6,4,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"6276",1,2,0,0,4,0,296,0,0,0,117,1,21,9,2018,1,0,0,0,0,0,0,0,0,0,0,0,1
"6277",0,2,0,0,3,0,41,0,0,0,83.9,1,10,3,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"6278",0,2,0,1,2,0,172,0,0,0,96.3,1,27,6,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"6279",0,1,0,0,1,0,6,1,0,4,67,1,16,11,2018,0,0,0,0,0,0,0,0,0,0,1,0,0
"6280",0,2,0,2,2,0,82,0,0,0,107,1,13,11,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"6281",1,2,0,1,1,0,301,0,0,0,115,1,30,7,2018,1,0,0,0,0,0,0,0,0,0,0,0,1
"6282",0,2,0,1,3,0,13,0,0,0,148.5,0,5,5,2018,0,0,0,0,0,1,0,0,0,0,0,0,1
"6283",1,3,0,0,2,0,24,0,0,0,100,0,9,7,2017,0,0,0,0,0,0,0,0,0,0,0,0,1
"6284",0,2,0,1,2,0,208,0,0,0,90.95,2,29,8,2018,0,0,0,0,0,1,0,0,0,0,0,1,0
"6285",1,1,0,0,3,0,52,0,0,0,125.99,1,9,11,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"6286",0,2,0,0,2,0,315,0,0,0,52,0,2,12,2018,0,0,0,0,0,0,0,0,0,0,0,1,0
"6287",0,2,2,1,0,0,11,0,0,0,191.35,1,8,8,2018,0,0,0,0,0,0,0,1,0,0,0,0,1
"6288",1,2,0,0,3,0,304,0,0,0,89,0,3,11,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"6289",0,1,0,0,2,0,68,0,0,0,49.5,0,29,9,2017,0,0,0,0,0,0,0,0,0,0,0,1,0
"6290",0,1,0,1,2,0,85,0,0,0,113.4,2,17,10,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"6291",0,2,2,1,2,1,20,0,0,0,199.33,2,28,12,2017,0,0,0,0,0,0,0,1,0,0,0,0,1
"6292",0,2,1,2,5,0,149,0,0,0,122.04,0,5,7,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"6293",0,2,0,1,3,0,58,0,0,0,90.68,2,31,10,2018,0,0,1,0,0,0,0,0,0,0,0,0,1
"6294",0,1,0,1,0,0,7,1,0,1,68.8,1,19,12,2018,0,0,0,0,0,0,0,0,0,0,0,1,0
"6295",0,2,0,1,3,0,59,0,0,0,80.75,0,31,3,2018,0,0,0,0,0,0,0,0,0,0,0,1,0
"6296",0,2,0,2,1,0,71,0,0,0,112.8,0,24,4,2018,0,0,0,0,0,1,0,0,0,0,0,0,1
"6297",1,1,0,2,7,0,62,0,0,0,68,1,15,7,2017,0,0,0,0,0,0,0,0,0,0,0,0,1
"6298",0,2,0,0,2,0,30,0,0,0,144,1,5,10,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"6299",0,2,0,2,1,0,19,0,0,0,69,2,5,12,2017,0,0,0,0,0,0,0,0,0,0,0,0,1
"6300",0,2,0,1,0,0,5,0,0,0,114,2,20,9,2017,0,0,1,0,0,0,0,0,0,0,0,0,1
"6301",1,2,0,2,9,0,106,0,0,0,102.39,0,27,4,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"6302",1,3,0,2,5,0,199,0,0,0,127.62,2,14,8,2018,0,0,0,0,0,1,0,0,0,0,0,0,1
"6303",1,2,0,1,3,0,290,0,0,0,73.95,0,1,12,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"6304",0,2,2,0,1,0,39,0,0,0,216.9,2,29,7,2018,0,0,0,0,0,0,0,1,0,0,0,0,1
"6305",0,2,0,0,3,0,7,0,0,0,144,0,5,5,2018,0,0,0,0,0,0,0,0,0,0,0,1,0
"6306",0,2,0,0,1,0,20,0,0,0,85.5,0,21,9,2018,0,0,0,0,0,0,0,0,0,0,0,1,0
"6307",1,2,1,2,3,0,22,0,0,0,171,0,21,8,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"6308",1,2,1,0,3,0,149,0,0,0,127.5,0,20,7,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"6309",0,2,0,0,1,0,17,0,0,0,141,1,3,6,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"6310",0,2,0,0,3,0,40,0,0,0,77.55,1,14,1,2018,0,0,0,1,0,0,0,0,0,0,0,0,1
"6311",0,2,0,0,3,0,26,0,0,0,91.2,0,17,11,2018,0,0,0,0,0,1,0,0,0,0,0,0,1
"6312",0,2,0,0,1,0,114,0,0,0,57.73,0,11,3,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"6313",1,2,0,0,3,0,183,0,0,0,110,1,8,9,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"6314",0,1,0,0,2,0,151,0,0,0,71,0,19,1,2018,0,0,0,0,0,0,0,0,0,0,0,1,0
"6315",0,2,0,2,3,0,32,0,0,0,152.98,0,2,10,2018,1,0,0,0,0,1,0,0,0,0,0,0,1
"6316",0,2,0,2,4,0,20,0,0,0,127.2,3,25,9,2018,0,0,0,0,0,1,0,0,0,0,0,0,1
"6317",1,2,0,1,2,0,46,0,0,0,79.2,1,25,11,2018,0,0,1,0,0,0,0,0,0,0,0,0,1
"6318",0,2,0,0,3,0,92,0,0,0,72.25,0,11,11,2017,0,0,0,0,0,0,0,0,0,0,0,0,1
"6319",1,1,0,4,11,0,26,0,0,0,131.57,1,5,11,2018,0,0,0,0,0,1,0,0,0,0,0,0,1
"6320",0,2,0,0,2,0,42,0,0,0,81.9,0,11,3,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"6321",1,2,0,1,3,0,250,0,0,0,95,0,26,9,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"6322",0,1,0,0,2,0,192,0,0,0,95,0,24,6,2018,0,0,0,0,0,0,0,0,0,0,0,1,0
"6323",1,3,0,0,3,0,163,0,0,0,123.3,2,26,10,2018,0,0,0,0,0,1,0,0,0,0,0,0,1
"6324",0,2,0,2,1,0,221,0,0,0,65,0,10,10,2017,0,0,0,0,0,0,0,0,0,0,0,1,0
"6325",1,2,0,1,0,0,88,0,0,0,105.3,0,24,7,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"6326",1,2,0,1,3,0,79,0,0,0,90.95,1,24,3,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"6327",1,1,0,0,2,0,188,0,0,0,130,0,15,6,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"6328",1,2,0,0,3,0,123,0,0,0,89.92,0,30,3,2018,0,0,0,1,0,0,0,0,0,0,0,0,1
"6329",1,2,0,4,10,0,206,0,0,0,90.95,0,2,8,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"6330",0,1,0,0,1,0,6,0,0,0,115,0,8,6,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"6331",1,2,0,0,1,0,0,0,0,0,210,0,13,7,2018,1,0,0,0,0,0,0,0,0,0,0,0,1
"6332",1,2,0,0,2,0,256,0,0,0,115,1,15,6,2018,1,0,0,0,0,0,0,0,0,0,0,0,1
"6333",0,2,0,0,4,0,119,0,0,0,116.45,1,19,7,2018,0,0,0,0,0,1,0,0,0,0,0,0,1
"6334",1,1,0,0,2,0,103,0,0,0,115,0,19,4,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"6335",0,2,0,1,1,0,14,0,0,0,156,2,22,8,2018,0,0,0,0,0,1,0,0,0,0,0,0,1
"6336",1,2,2,2,2,0,73,0,0,0,155.76,0,27,3,2018,0,0,0,0,0,0,0,1,0,0,0,0,1
"6337",0,3,0,1,4,0,10,0,0,0,160.16,1,22,8,2018,0,0,0,0,0,0,0,0,1,0,0,0,1
"6338",1,1,0,2,2,0,230,0,0,0,109.65,0,18,9,2018,0,0,1,0,0,0,0,0,0,0,0,0,1
"6339",0,2,10,0,2,0,37,0,0,0,84.45,1,12,1,2018,0,0,0,0,0,1,0,0,0,0,0,0,1
"6340",0,1,0,1,5,0,14,0,0,0,76.78,0,6,12,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"6341",0,2,0,0,2,0,117,0,0,0,123.3,1,29,7,2018,0,0,0,0,0,1,0,0,0,0,0,0,1
"6342",1,2,0,0,3,0,304,0,0,0,89,0,3,11,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"6343",0,2,0,2,2,0,81,0,0,0,117.9,3,14,8,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"6344",0,1,0,1,1,0,117,0,0,0,76,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0
"6345",1,1,0,2,1,0,163,0,0,0,115,0,15,10,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"6346",0,2,0,1,2,0,57,0,0,0,90.67,1,10,6,2018,0,0,0,0,0,0,0,0,0,0,0,1,0
"6347",1,2,1,1,1,1,153,0,0,0,130.5,2,23,7,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"6348",1,2,0,1,3,0,26,0,0,0,127.2,0,5,9,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"6349",0,2,0,0,1,0,13,0,0,0,119,1,28,6,2018,0,0,1,0,0,0,0,0,0,0,0,0,1
"6350",0,2,0,2,0,0,91,0,0,0,117.9,0,21,8,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"6351",0,2,0,2,5,0,197,0,0,0,97.02,1,23,8,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"6352",1,1,0,0,1,0,8,0,0,0,170.63,0,6,10,2018,0,0,0,0,0,0,1,0,0,0,1,0,0
"6353",1,2,1,2,4,0,95,0,0,0,131.4,1,24,8,2018,0,0,0,0,0,1,0,0,0,0,0,0,1
"6354",0,1,0,1,2,0,224,0,0,0,0,0,2,10,2017,0,0,0,0,0,0,0,0,0,0,0,0,1
"6355",0,2,0,2,5,0,14,0,0,0,74.61,2,2,9,2017,0,0,0,0,0,1,0,0,0,0,0,0,1
"6356",1,3,0,1,3,0,31,0,0,0,210.6,1,18,7,2018,1,0,0,0,0,1,0,0,0,0,0,0,1
"6357",1,3,0,0,2,0,179,0,0,0,141.3,0,7,10,2018,0,0,0,0,0,1,0,0,0,0,0,0,1
"6358",1,2,0,2,1,0,179,0,0,0,108.9,1,1,10,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"6359",1,2,0,0,2,0,245,0,0,0,75,0,17,6,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"6360",0,2,0,1,2,0,133,0,0,0,84.33,1,11,3,2018,0,0,0,0,0,0,0,0,0,0,0,1,0
"6361",0,2,0,2,1,0,89,0,0,0,79.5,1,9,4,2018,0,0,1,0,0,0,0,0,0,0,0,0,1
"6362",0,2,0,0,2,0,39,0,0,0,101.5,0,14,8,2017,1,0,0,0,0,0,0,0,0,0,0,1,0
"6363",0,1,0,0,3,0,5,1,0,11,65,1,15,11,2018,0,0,0,0,0,0,0,0,0,0,1,0,0
"6364",1,1,0,1,3,0,47,0,0,0,89,0,30,5,2018,0,0,0,0,0,0,0,0,0,0,1,0,0
"6365",1,2,0,2,3,0,110,0,0,0,153,0,9,7,2018,1,0,0,0,0,1,0,0,0,0,0,0,1
"6366",0,1,0,0,3,0,13,1,0,1,80,0,2,3,2018,0,0,0,0,0,0,0,0,0,0,1,0,0
"6367",1,2,0,0,2,0,154,0,0,0,109.8,0,24,8,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"6368",1,2,0,1,1,0,37,0,0,0,69.3,1,27,2,2018,0,0,1,0,0,0,0,0,0,0,0,0,1
"6369",0,2,0,0,1,0,0,0,0,0,106.25,1,27,12,2018,1,0,0,0,0,0,0,0,0,0,0,0,1
"6370",0,2,2,1,2,0,130,0,0,0,153.3,2,31,10,2018,0,0,0,0,0,0,0,1,0,0,0,0,1
"6371",0,2,0,1,1,1,40,0,0,0,115.2,0,5,12,2017,0,0,0,0,0,0,0,0,0,0,0,0,1
"6372",0,1,0,0,3,0,151,0,0,0,71,0,19,1,2018,0,0,0,0,0,0,0,0,0,0,0,1,0
"6373",0,2,0,2,2,0,27,0,0,0,96.9,2,13,11,2018,0,0,0,0,0,1,0,0,0,0,0,0,1
"6374",0,2,0,2,2,0,62,0,0,0,75,0,20,11,2018,0,0,0,0,0,0,0,0,0,0,0,1,0
"6375",0,2,2,0,4,1,1,0,0,0,180,1,13,1,2018,0,0,0,0,0,0,0,1,0,0,0,0,1
"6376",0,1,0,2,2,0,20,0,0,0,124.16,1,6,11,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"6377",1,2,0,2,5,0,57,0,0,0,140.4,1,28,5,2018,0,0,0,0,0,1,0,0,0,0,0,0,1
"6378",1,2,0,2,5,0,187,0,0,0,99.45,1,11,7,2018,0,0,0,0,0,1,0,0,0,0,0,0,1
"6379",0,2,0,1,2,0,44,0,0,0,110.13,2,4,11,2018,0,0,0,0,0,1,0,0,0,0,0,0,1
"6380",0,1,0,0,2,0,14,0,0,0,100,0,15,10,2017,0,0,0,0,0,0,0,0,0,0,0,1,0
"6381",0,2,0,1,2,0,133,0,0,0,84.33,1,11,3,2018,0,0,0,0,0,0,0,0,0,0,0,1,0
"6382",0,2,0,0,1,0,35,0,0,0,135.9,0,8,7,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"6383",1,2,0,2,2,0,60,0,0,0,75,0,20,3,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"6384",1,1,0,0,3,0,166,0,0,0,110,0,1,11,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"6385",0,1,0,0,2,1,1,1,0,3,67,0,6,9,2018,0,0,0,0,0,0,0,0,0,0,1,0,0
"6386",0,2,0,2,0,0,9,0,0,0,86.25,0,17,1,2018,0,0,0,1,0,0,0,0,0,0,0,0,1
"6387",0,2,0,1,4,0,32,0,0,0,68,1,26,10,2017,0,0,0,0,0,1,0,0,0,0,0,1,0
"6388",1,2,0,0,3,0,117,0,0,0,143.1,0,20,9,2018,0,0,0,0,0,1,0,0,0,0,0,0,1
"6389",0,1,0,0,1,0,22,0,0,0,62,0,17,11,2017,0,0,0,0,0,0,0,0,0,0,1,0,0
"6390",0,1,0,0,0,0,2,0,0,0,0,0,25,9,2017,0,0,0,0,0,0,0,0,0,0,0,0,1
"6391",0,2,2,0,2,0,1,0,0,0,156,2,25,8,2017,0,0,0,0,0,0,0,1,0,0,0,0,1
"6392",0,2,0,0,2,0,39,0,0,0,101.5,0,14,8,2017,1,0,0,0,0,0,0,0,0,0,0,1,0
"6393",0,1,0,1,2,0,3,0,0,0,133,2,21,9,2017,0,0,1,0,0,0,0,0,0,0,0,0,1
"6394",0,2,0,2,5,1,143,0,0,0,106.75,1,8,8,2018,0,0,1,0,0,0,0,0,0,0,0,0,1
"6395",0,2,0,1,2,0,284,0,0,0,74.15,1,21,10,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"6396",0,2,0,0,1,0,101,0,0,0,101.18,1,11,8,2018,0,0,0,0,0,1,0,0,0,0,0,0,1
"6397",0,2,0,2,0,0,6,0,0,0,75,1,20,3,2018,0,0,0,0,0,0,0,0,0,0,0,1,0
"6398",0,2,0,2,3,0,46,0,0,0,69,2,26,12,2017,0,0,0,0,0,0,0,0,0,0,0,0,1
"6399",1,2,0,0,1,0,244,0,0,0,98.4,2,29,9,2018,0,0,1,0,0,0,0,0,0,0,0,0,1
"6400",0,2,0,0,3,0,37,0,0,0,105,0,13,10,2018,0,0,0,0,0,0,0,0,0,0,0,1,0
"6401",0,1,0,0,1,0,16,0,0,0,80,0,27,1,2018,0,0,0,0,0,0,0,0,0,0,1,0,0
"6402",0,2,0,2,1,0,41,0,0,0,85.67,0,13,3,2018,0,0,0,0,0,0,0,0,0,0,1,0,0
"6403",0,1,0,2,2,0,56,0,0,0,185,0,25,9,2017,0,0,0,0,0,0,0,0,0,0,0,1,0
"6404",0,2,0,1,2,0,31,0,0,0,126.9,1,2,5,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"6405",0,2,0,1,1,0,15,0,0,0,107.5,0,10,12,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"6406",0,0,2,0,3,0,13,0,0,0,77.25,0,21,1,2018,0,0,0,1,0,0,0,0,0,0,0,0,1
"6407",0,1,0,0,2,0,164,0,0,0,100,0,2,10,2017,0,0,0,0,0,0,0,0,0,0,0,1,0
"6408",0,2,1,4,6,0,118,0,0,0,113.33,2,26,6,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"6409",1,2,0,0,2,0,148,0,0,0,115.2,1,1,6,2018,0,0,0,0,0,1,0,0,0,0,0,0,1
"6410",0,2,0,2,1,0,24,0,0,0,149,1,2,10,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"6411",1,2,0,1,3,0,154,0,0,0,71.6,0,9,5,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"6412",1,1,0,2,4,0,12,0,0,0,154.33,0,30,4,2018,0,0,0,0,0,1,0,0,0,0,0,0,1
"6413",0,1,0,0,1,0,8,0,0,0,119,0,25,5,2018,0,0,1,0,0,0,0,0,0,0,0,0,1
"6414",0,2,0,2,2,0,204,0,0,0,72.75,0,9,10,2017,0,0,0,0,0,0,0,0,0,0,0,1,0
"6415",0,3,0,0,4,0,29,0,0,0,119.77,2,5,4,2018,0,0,0,0,0,1,0,0,0,0,0,0,1
"6416",1,2,0,2,0,0,386,0,0,0,115,1,23,10,2018,1,0,0,0,0,0,0,0,0,0,0,0,1
"6417",1,1,0,1,0,0,10,0,0,0,79,0,6,3,2018,0,0,1,0,0,0,0,0,0,0,0,0,1
"6418",0,1,0,0,3,0,37,0,0,0,95,0,13,10,2018,0,0,0,0,0,0,0,0,0,0,0,1,0
"6419",0,2,0,0,3,0,44,0,0,0,75,0,17,2,2018,0,0,0,0,0,0,0,0,0,0,0,1,0
"6420",0,1,0,0,2,0,37,0,0,0,109,1,27,10,2018,0,0,1,0,0,0,0,0,0,0,0,0,1
"6421",0,2,0,2,1,0,99,0,0,0,89.25,3,10,10,2017,0,0,0,0,0,0,0,0,0,0,0,0,1
"6422",1,2,0,0,3,0,274,0,0,0,107,2,9,8,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"6423",1,2,0,0,3,0,178,0,0,0,88.77,0,25,8,2018,0,0,0,1,0,0,0,0,0,0,0,0,1
"6424",0,2,0,0,4,0,54,0,0,0,109.8,3,30,8,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"6425",0,2,0,2,1,0,271,0,0,0,71.64,0,3,12,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"6426",1,2,0,0,2,0,154,0,0,0,118.8,1,6,10,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"6427",0,2,0,0,3,0,1,0,0,0,82,1,15,3,2018,0,0,0,0,0,0,0,0,0,0,0,1,0
"6428",0,2,0,2,1,0,18,0,0,0,97,0,26,12,2017,0,0,0,0,0,0,0,0,0,0,0,0,1
"6429",0,2,0,1,4,0,48,0,0,0,78.54,1,14,10,2017,0,0,0,0,0,1,0,0,0,0,0,0,1
"6430",1,2,0,0,1,0,18,0,0,0,156,0,11,6,2018,0,0,0,0,0,1,0,0,0,0,0,0,1
"6431",1,3,0,0,1,0,19,0,0,0,167,0,27,4,2018,0,0,0,0,0,1,0,0,0,0,0,0,1
"6432",1,3,0,1,1,0,171,0,0,0,137.7,0,22,8,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"6433",0,1,0,0,2,0,7,0,0,0,86,0,5,2,2018,0,0,0,0,0,0,1,0,0,0,1,0,0
"6434",0,2,0,1,3,0,73,0,0,0,69.7,1,28,3,2018,0,0,0,0,0,1,0,0,0,0,0,1,0
"6435",1,2,0,0,1,0,13,0,0,0,100,1,15,9,2018,0,0,1,0,0,0,0,0,0,0,1,0,0
"6436",1,2,0,0,3,0,52,0,0,0,126.9,0,12,5,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"6437",1,3,0,2,3,0,151,0,0,0,122.76,0,30,10,2018,0,0,0,0,0,1,0,0,0,0,0,0,1
"6438",1,2,1,1,5,0,4,0,0,0,134.17,2,17,8,2017,0,0,0,0,0,0,0,0,0,0,0,0,1
"6439",0,1,0,2,2,0,109,0,0,0,68,0,26,8,2018,0,0,0,0,0,0,0,0,0,0,0,1,0
"6440",1,2,0,1,3,0,164,0,0,0,99.45,0,2,5,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"6441",1,1,0,0,2,0,77,0,0,0,113.4,0,19,10,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"6442",0,2,0,0,3,0,2,0,0,0,79.5,1,20,12,2018,0,0,1,0,0,0,0,0,0,0,0,0,1
"6443",0,1,0,0,2,0,12,0,0,0,71,0,19,1,2018,0,0,0,0,0,0,0,0,0,0,0,1,0
"6444",1,3,0,1,3,0,5,0,0,0,228.8,0,4,8,2018,1,0,0,0,0,0,1,0,0,0,0,0,1
"6445",1,2,0,1,2,0,128,0,0,0,114.3,0,8,8,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"6446",1,2,0,2,5,0,182,0,0,0,96.94,1,28,3,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"6447",0,2,0,0,1,0,50,0,0,0,79.2,1,17,11,2018,0,0,1,0,0,0,0,0,0,0,0,0,1
"6448",0,1,0,0,1,0,9,0,0,0,95,0,30,10,2017,0,0,0,0,0,0,0,0,0,0,0,1,0
"6449",0,2,1,0,3,0,2,0,0,0,117.5,1,20,12,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"6450",1,2,0,0,3,0,61,0,0,0,87.3,0,10,3,2018,0,0,0,0,0,1,0,0,0,0,0,0,1
"6451",1,2,0,0,2,0,257,0,0,0,101.5,0,1,7,2017,1,0,0,0,0,0,0,0,0,0,0,0,1
"6452",1,3,0,2,1,0,223,0,0,0,128.7,2,29,10,2018,0,0,0,0,0,1,0,0,0,0,0,0,1
"6453",1,2,0,0,2,0,320,0,0,0,115,1,18,8,2018,1,0,0,0,0,0,0,0,0,0,0,0,1
"6454",0,1,0,0,1,0,1,0,0,0,90,0,8,3,2018,0,0,1,0,0,0,0,0,0,0,0,0,1
"6455",1,2,0,1,2,0,193,0,0,0,120,0,20,6,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"6456",0,1,0,0,1,0,0,1,0,2,65,1,16,3,2018,0,0,0,0,0,0,0,0,0,0,1,0,0
"6457",0,2,0,0,1,0,8,0,0,0,72.07,1,9,2,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"6458",0,2,1,0,3,0,113,0,0,0,121.5,0,12,7,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"6459",1,2,0,1,3,0,56,0,0,0,88.4,0,26,12,2018,0,0,1,0,0,0,0,0,0,0,0,0,1
"6460",0,2,0,0,4,0,95,0,0,0,95.2,1,26,4,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
